🕒 Transcription Log
[2562/58949] SKIPPED: tmp1mc6ogul.wav
[2563/58949] SKIPPED: tmp1mcrcc3f.wav
[2564/58949] SKIPPED: tmp1me_kc9a.wav
[2565/58949] SKIPPED: tmp1mf9nyik.wav
[2566/58949] SKIPPED: tmp1mf_ido7.wav
[2567/58949] SKIPPED: tmp1mhlku2h.wav
[2568/58949] SKIPPED: tmp1mil24nl.wav
[2569/58949] SKIPPED: tmp1mj6lw_m.wav
[2570/58949] SKIPPED: tmp1mkcyrgj.wav
[2571/58949] SKIPPED: tmp1mm2qccp.wav
[2572/58949] SKIPPED: tmp1mmebp94.wav
[2573/58949] SKIPPED: tmp1mmk2pm8.wav
[2574/58949] SKIPPED: tmp1mnoeyh8.wav
[2575/58949] SKIPPED: tmp1mn_no9a.wav
[2576/58949] SKIPPED: tmp1mok1nm8.wav
[2577/58949] SKIPPED: tmp1mqn5115.wav
[2578/58949] SKIPPED: tmp1mrhp7ul.wav
[2579/58949] SKIPPED: tmp1ms81rof.wav
[2580/58949] SKIPPED: tmp1mss6l0k.wav
[2581/58949] SKIPPED: tmp1mtc3l36.wav
[2582/58949] SKIPPED: tmp1mtlt6cg.wav
[2583/58949] SKIPPED: tmp1mv7h_kb.wav
[2584/58949] SKIPPED: tmp1mvqjev7.wav
[2585/58949] SKIPPED: tmp1mwj594y.wav
[2586/58949] SKIPPED: tmp1mwt7jmy.wav
[2587/58949] SKIPPED: tmp1mxq69q5.wav
[2588/58949] SKIPPED: tmp1mz809wu.wav
[2589/58949] SKIPPED: tmp1mza2_2c.wav
[2590/58949] SKIPPED: tmp1mzhq5f3.wav
[2591/58949] SKIPPED: tmp1n0glp5b.wav
[2592/58949] SKIPPED: tmp1n0gtq_u.wav
[2593/58949] SKIPPED: tmp1n0zhbdp.wav
[2594/58949] SKIPPED: tmp1n2xrolm.wav
[2595/58949] SKIPPED: tmp1n6go9ga.wav
[2596/58949] SKIPPED: tmp1n7klaes.wav
[2597/58949] SKIPPED: tmp1n92my79.wav
[2598/58949] SKIPPED: tmp1nb9su2o.wav
[2599/58949] SKIPPED: tmp1nc03oxe.wav
[2600/58949] SKIPPED: tmp1nc2oeqa.wav
[2601/58949] SKIPPED: tmp1nf6efrb.wav
[2602/58949] SKIPPED: tmp1ng9hnje.wav
[2603/58949] SKIPPED: tmp1ngbmwsv.wav
[2604/58949] SKIPPED: tmp1nglx7h3.wav
[2605/58949] SKIPPED: tmp1nhh1r5e.wav
[2606/58949] SKIPPED: tmp1nhug0dj.wav
[2607/58949] SKIPPED: tmp1njma2fd.wav
[2608/58949] SKIPPED: tmp1nnjrzq4.wav
[2609/58949] SKIPPED: tmp1nnryqxb.wav
[2610/58949] SKIPPED: tmp1no4i5or.wav
[2611/58949] SKIPPED: tmp1noy_sg4.wav
[2612/58949] SKIPPED: tmp1np5no_8.wav
[2613/58949] SKIPPED: tmp1nqdz229.wav
[2614/58949] SKIPPED: tmp1nrwbopa.wav
[2615/58949] SKIPPED: tmp1nsh506p.wav
[2616/58949] SKIPPED: tmp1nsik449.wav
[2617/58949] SKIPPED: tmp1nsnol3v.wav
[2618/58949] SKIPPED: tmp1ntwzw0k.wav
[2619/58949] SKIPPED: tmp1nu8m_72.wav
[2620/58949] SKIPPED: tmp1num752k.wav
[2621/58949] SKIPPED: tmp1nvz5tmy.wav
[2622/58949] SKIPPED: tmp1nx65kdt.wav
[2623/58949] SKIPPED: tmp1nx_9lvk.wav
[2624/58949] SKIPPED: tmp1nzpo1p7.wav
[2625/58949] SKIPPED: tmp1nztzg21.wav
[2626/58949] SKIPPED: tmp1n_5y8m6.wav
[2627/58949] SKIPPED: tmp1n_co67q.wav
[2628/58949] SKIPPED: tmp1o14wnqi.wav
[2629/58949] SKIPPED: tmp1o1wv6mj.wav
[2630/58949] SKIPPED: tmp1o239124.wav
[2631/58949] SKIPPED: tmp1o23rhtv.wav
[2632/58949] SKIPPED: tmp1o4293k_.wav
[2633/58949] SKIPPED: tmp1o4q1u6x.wav
[2634/58949] SKIPPED: tmp1o4wskis.wav
[2635/58949] SKIPPED: tmp1o5dvwgi.wav
[2636/58949] SKIPPED: tmp1o5prd7q.wav
[2637/58949] SKIPPED: tmp1o5wp0cy.wav
[2638/58949] SKIPPED: tmp1o9msdeo.wav
[2639/58949] SKIPPED: tmp1oafa2zc.wav
[2640/58949] SKIPPED: tmp1oarnij8.wav
[2641/58949] SKIPPED: tmp1obb8qcv.wav
[2642/58949] SKIPPED: tmp1oblruuk.wav
[2643/58949] SKIPPED: tmp1oboezld.wav
[2644/58949] SKIPPED: tmp1och920_.wav
[2645/58949] SKIPPED: tmp1oen4y__.wav
[2646/58949] SKIPPED: tmp1oewhjxq.wav
[2647/58949] SKIPPED: tmp1ofepth4.wav
[2648/58949] SKIPPED: tmp1ofltip6.wav
[2649/58949] SKIPPED: tmp1ogaq55n.wav
[2650/58949] SKIPPED: tmp1ohyeg40.wav
[2651/58949] SKIPPED: tmp1oi8mfkv.wav
[2652/58949] SKIPPED: tmp1ol43n1l.wav
[2653/58949] SKIPPED: tmp1olxwrb1.wav
[2654/58949] SKIPPED: tmp1oneq525.wav
[2655/58949] SKIPPED: tmp1opbs1io.wav
[2656/58949] SKIPPED: tmp1ophyti9.wav
[2657/58949] SKIPPED: tmp1opjrlm5.wav
[2658/58949] SKIPPED: tmp1opna_49.wav
[2659/58949] SKIPPED: tmp1oqwav57.wav
[2660/58949] SKIPPED: tmp1osgeu24.wav
[2661/58949] SKIPPED: tmp1ouf1amz.wav
[2662/58949] SKIPPED: tmp1ouplzhr.wav
[2663/58949] SKIPPED: tmp1ovq95hc.wav
[2664/58949] SKIPPED: tmp1ozd1uta.wav
[2665/58949] SKIPPED: tmp1oze6xzp.wav
[2666/58949] SKIPPED: tmp1ozs0gz1.wav
[2667/58949] SKIPPED: tmp1o_16orf.wav
[2668/58949] SKIPPED: tmp1o_e164t.wav
[2669/58949] SKIPPED: tmp1o_lf89j.wav
[2670/58949] SKIPPED: tmp1p08qf4x.wav
[2671/58949] SKIPPED: tmp1p09e0xn.wav
[2672/58949] SKIPPED: tmp1p12fkzo.wav
[2673/58949] SKIPPED: tmp1p2tkrie.wav
[2674/58949] SKIPPED: tmp1p32zdow.wav
[2675/58949] SKIPPED: tmp1p35md_6.wav
[2676/58949] SKIPPED: tmp1p3a3e58.wav
[2677/58949] SKIPPED: tmp1p3uu_lv.wav
[2678/58949] SKIPPED: tmp1p4nilz8.wav
[2679/58949] SKIPPED: tmp1p6t5mgq.wav
[2680/58949] SKIPPED: tmp1p8esl26.wav
[2681/58949] SKIPPED: tmp1p99rlcb.wav
[2682/58949] SKIPPED: tmp1pa4fvtq.wav
[2683/58949] SKIPPED: tmp1padl5d9.wav
[2684/58949] SKIPPED: tmp1paqe8xi.wav
[2685/58949] SKIPPED: tmp1pard52x.wav
[2686/58949] SKIPPED: tmp1pasr19y.wav
[2687/58949] SKIPPED: tmp1pc9xflx.wav
[2688/58949] SKIPPED: tmp1pcaa402.wav
[2689/58949] SKIPPED: tmp1pceim5w.wav
[2690/58949] SKIPPED: tmp1pfrxaex.wav
[2691/58949] SKIPPED: tmp1pgg87u8.wav
[2692/58949] SKIPPED: tmp1pjhkknf.wav
[2693/58949] SKIPPED: tmp1pmryk0q.wav
[2694/58949] SKIPPED: tmp1pn0hxbm.wav
[2695/58949] SKIPPED: tmp1poaumor.wav
[2696/58949] SKIPPED: tmp1podqxkv.wav
[2697/58949] SKIPPED: tmp1podunru.wav
[2698/58949] SKIPPED: tmp1pqd9ath.wav
[2699/58949] SKIPPED: tmp1pr7oab1.wav
[2700/58949] SKIPPED: tmp1pv970v6.wav
[2701/58949] SKIPPED: tmp1pvszh6n.wav
[2702/58949] SKIPPED: tmp1pw5raa0.wav
[2703/58949] SKIPPED: tmp1pwkykeu.wav
[2704/58949] SKIPPED: tmp1pxu2nz_.wav
[2705/58949] SKIPPED: tmp1pyksylo.wav
[2706/58949] SKIPPED: tmp1pyr3txf.wav
[2707/58949] SKIPPED: tmp1pz3rq10.wav
[2708/58949] SKIPPED: tmp1pzlonk_.wav
[2709/58949] SKIPPED: tmp1q0j75s2.wav
[2710/58949] SKIPPED: tmp1q0yjoze.wav
[2711/58949] SKIPPED: tmp1q215wlt.wav
[2712/58949] SKIPPED: tmp1q2os442.wav
[2713/58949] SKIPPED: tmp1q3mt19m.wav
[2714/58949] SKIPPED: tmp1q5q5f9x.wav
[2715/58949] SKIPPED: tmp1q8cajm7.wav
[2716/58949] SKIPPED: tmp1q8np69z.wav
[2717/58949] SKIPPED: tmp1q9bu4pd.wav
[2718/58949] SKIPPED: tmp1qafec0u.wav
[2719/58949] SKIPPED: tmp1qbj0xsg.wav
[2720/58949] SKIPPED: tmp1qbsgo1l.wav
[2721/58949] SKIPPED: tmp1qc1x9wa.wav
[2722/58949] SKIPPED: tmp1qdnogc0.wav
[2723/58949] SKIPPED: tmp1qedqx1d.wav
[2724/58949] SKIPPED: tmp1qf207ao.wav
[2725/58949] SKIPPED: tmp1qf7n_l5.wav
[2726/58949] SKIPPED: tmp1qfotf77.wav
[2727/58949] SKIPPED: tmp1qh2v_s9.wav
[2728/58949] SKIPPED: tmp1qi3jyv5.wav
[2729/58949] SKIPPED: tmp1qiaggmp.wav
[2730/58949] SKIPPED: tmp1qjdapgu.wav
[2731/58949] SKIPPED: tmp1qjhinhl.wav
[2732/58949] SKIPPED: tmp1qjtavkz.wav
[2733/58949] SKIPPED: tmp1qkfbaht.wav
[2734/58949] SKIPPED: tmp1ql3xjmw.wav
[2735/58949] SKIPPED: tmp1qlt8qb6.wav
[2736/58949] SKIPPED: tmp1qmn90ih.wav
[2737/58949] SKIPPED: tmp1qmy6rds.wav
[2738/58949] SKIPPED: tmp1qnzd2zn.wav
[2739/58949] SKIPPED: tmp1qonbrmk.wav
[2740/58949] SKIPPED: tmp1qryjhhs.wav
[2741/58949] SKIPPED: tmp1qs1x7e7.wav
[2742/58949] SKIPPED: tmp1qshxpe1.wav
[2743/58949] SKIPPED: tmp1qtq6hvq.wav
[2744/58949] SKIPPED: tmp1qu908xl.wav
[2745/58949] SKIPPED: tmp1quforj5.wav
[2746/58949] SKIPPED: tmp1qvo5seu.wav
[2747/58949] SKIPPED: tmp1qvzb5la.wav
[2748/58949] SKIPPED: tmp1qwjvthb.wav
[2749/58949] SKIPPED: tmp1qxcuimu.wav
[2750/58949] SKIPPED: tmp1qxgdt3z.wav
[2751/58949] SKIPPED: tmp1qxi4v1e.wav
[2752/58949] SKIPPED: tmp1q_xp1pt.wav
[2753/58949] SKIPPED: tmp1r2f8ykt.wav
[2754/58949] SKIPPED: tmp1r2fd25_.wav
[2755/58949] SKIPPED: tmp1r3lsirk.wav
[2756/58949] SKIPPED: tmp1r3yl02x.wav
[2757/58949] SKIPPED: tmp1r42td4o.wav
[2758/58949] SKIPPED: tmp1r455hsg.wav
[2759/58949] SKIPPED: tmp1r46nfq4.wav
[2760/58949] SKIPPED: tmp1r4kvxtc.wav
[2761/58949] SKIPPED: tmp1r551v5i.wav
[2762/58949] SKIPPED: tmp1r5r2_tj.wav
[2763/58949] SKIPPED: tmp1r6rztdp.wav
[2764/58949] SKIPPED: tmp1r811iki.wav
[2765/58949] SKIPPED: tmp1r8oki7w.wav
[2766/58949] SKIPPED: tmp1r8u01te.wav
[2767/58949] SKIPPED: tmp1r8y1ky_.wav
[2768/58949] SKIPPED: tmp1r92pxcv.wav
[2769/58949] SKIPPED: tmp1r9u647g.wav
[2770/58949] SKIPPED: tmp1rc08odv.wav
[2771/58949] SKIPPED: tmp1rd33dss.wav
[2772/58949] SKIPPED: tmp1rdadyg8.wav
[2773/58949] SKIPPED: tmp1rdf7nw6.wav
[2774/58949] SKIPPED: tmp1renf2gd.wav
[2775/58949] SKIPPED: tmp1rep230c.wav
[2776/58949] SKIPPED: tmp1rf2_myr.wav
[2777/58949] SKIPPED: tmp1rfgnoin.wav
[2778/58949] SKIPPED: tmp1rfiwcqz.wav
[2779/58949] SKIPPED: tmp1rftwlaa.wav
[2780/58949] SKIPPED: tmp1rgg8m2x.wav
[2781/58949] SKIPPED: tmp1rgti4j6.wav
[2782/58949] SKIPPED: tmp1rh2dbgl.wav
[2783/58949] SKIPPED: tmp1rh_2a30.wav
[2784/58949] SKIPPED: tmp1riks7uu.wav
[2785/58949] SKIPPED: tmp1rim7uh2.wav
[2786/58949] SKIPPED: tmp1ris60cn.wav
[2787/58949] SKIPPED: tmp1rj3dbc1.wav
[2788/58949] SKIPPED: tmp1rk7ptkj.wav
[2789/58949] SKIPPED: tmp1rkcbcg6.wav
[2790/58949] SKIPPED: tmp1rljeszq.wav
[2791/58949] SKIPPED: tmp1rn7yosh.wav
[2792/58949] SKIPPED: tmp1rnae225.wav
[2793/58949] SKIPPED: tmp1ro2wra0.wav
[2794/58949] SKIPPED: tmp1roocefc.wav
[2795/58949] SKIPPED: tmp1rp2paue.wav
[2796/58949] SKIPPED: tmp1rp79ud8.wav
[2797/58949] SKIPPED: tmp1rraz5jd.wav
[2798/58949] SKIPPED: tmp1rrl2ow3.wav
[2799/58949] SKIPPED: tmp1rs0rm0b.wav
[2800/58949] SKIPPED: tmp1rsd444r.wav
[2801/58949] SKIPPED: tmp1rsp53nh.wav
[2802/58949] SKIPPED: tmp1rtq169r.wav
[2803/58949] SKIPPED: tmp1ru0wep1.wav
[2804/58949] SKIPPED: tmp1rual7zk.wav
[2805/58949] SKIPPED: tmp1rvyrmbm.wav
[2806/58949] SKIPPED: tmp1rwjug8e.wav
[2807/58949] SKIPPED: tmp1r_1dbvu.wav
[2808/58949] SKIPPED: tmp1r_9b57u.wav
[2809/58949] SKIPPED: tmp1s0mt92v.wav
[2810/58949] SKIPPED: tmp1s0wexj6.wav
[2811/58949] SKIPPED: tmp1s0y7zkg.wav
[2812/58949] SKIPPED: tmp1s1di3wd.wav
[2813/58949] SKIPPED: tmp1s1x_5b1.wav
[2814/58949] SKIPPED: tmp1s2oq83r.wav
[2815/58949] SKIPPED: tmp1s2ylu4y.wav
[2816/58949] SKIPPED: tmp1s39b8m2.wav
[2817/58949] SKIPPED: tmp1s3c4dan.wav
[2818/58949] SKIPPED: tmp1s41hlvu.wav
[2819/58949] SKIPPED: tmp1s52m3pp.wav
[2820/58949] SKIPPED: tmp1s6kl6or.wav
[2821/58949] SKIPPED: tmp1s6qapxx.wav
[2822/58949] SKIPPED: tmp1s7dk5eq.wav
[2823/58949] SKIPPED: tmp1s8go20r.wav
[2824/58949] SKIPPED: tmp1s8ti7w3.wav
[2825/58949] SKIPPED: tmp1s9ea7dj.wav
[2826/58949] SKIPPED: tmp1s9ms10j.wav
[2827/58949] SKIPPED: tmp1s9ne1ds.wav
[2828/58949] SKIPPED: tmp1sanyyz2.wav
[2829/58949] SKIPPED: tmp1saym10h.wav
[2830/58949] SKIPPED: tmp1sbxe94p.wav
[2831/58949] SKIPPED: tmp1sdashul.wav
[2832/58949] SKIPPED: tmp1sdxtkpp.wav
[2833/58949] SKIPPED: tmp1sd__9ky.wav
[2834/58949] SKIPPED: tmp1se8k4ee.wav
[2835/58949] SKIPPED: tmp1sed1i23.wav
[2836/58949] SKIPPED: tmp1seq4t9t.wav
[2837/58949] SKIPPED: tmp1seuxovm.wav
[2838/58949] SKIPPED: tmp1sf9ut8x.wav
[2839/58949] SKIPPED: tmp1sgqrrfd.wav
[2840/58949] SKIPPED: tmp1shivnlq.wav
[2841/58949] SKIPPED: tmp1siiq7gz.wav
[2842/58949] SKIPPED: tmp1simken7.wav
[2843/58949] SKIPPED: tmp1sitbojj.wav
[2844/58949] SKIPPED: tmp1sm0wano.wav
[2845/58949] SKIPPED: tmp1sm1eykp.wav
[2846/58949] SKIPPED: tmp1sqcp02a.wav
[2847/58949] SKIPPED: tmp1sql6dj9.wav
[2848/58949] SKIPPED: tmp1sqqaw2a.wav
[2849/58949] SKIPPED: tmp1sr4ronz.wav
[2850/58949] SKIPPED: tmp1sr7vlbt.wav
[2851/58949] SKIPPED: tmp1ssf0faj.wav
[2852/58949] SKIPPED: tmp1stw5lto.wav
[2853/58949] SKIPPED: tmp1suhk69l.wav
[2854/58949] SKIPPED: tmp1svjxgj4.wav
[2855/58949] SKIPPED: tmp1sywg4zf.wav
[2856/58949] SKIPPED: tmp1s_wzsnq.wav
[2857/58949] SKIPPED: tmp1t14voer.wav
[2858/58949] SKIPPED: tmp1t19nzlu.wav
[2859/58949] SKIPPED: tmp1t1jyoqk.wav
[2860/58949] SKIPPED: tmp1t2t66_a.wav
[2861/58949] SKIPPED: tmp1t71yqky.wav
[2862/58949] SKIPPED: tmp1t78r_pg.wav
[2863/58949] SKIPPED: tmp1t89_7qj.wav
[2864/58949] SKIPPED: tmp1t9ept4l.wav
[2865/58949] SKIPPED: tmp1tb8b2q0.wav
[2866/58949] SKIPPED: tmp1tb8pw6z.wav
[2867/58949] SKIPPED: tmp1tb_grlc.wav
[2868/58949] SKIPPED: tmp1tc3g1jc.wav
[2869/58949] SKIPPED: tmp1tccmfsh.wav
[2870/58949] SKIPPED: tmp1tcptpz7.wav
[2871/58949] SKIPPED: tmp1teguqwt.wav
[2872/58949] SKIPPED: tmp1teic6wu.wav
[2873/58949] SKIPPED: tmp1tf9tnhz.wav
[2874/58949] SKIPPED: tmp1tfiewxq.wav
[2875/58949] SKIPPED: tmp1tipgkya.wav
[2876/58949] SKIPPED: tmp1tjy48oi.wav
[2877/58949] SKIPPED: tmp1tks6b9i.wav
[2878/58949] SKIPPED: tmp1tkxm8a1.wav
[2879/58949] SKIPPED: tmp1tloofe0.wav
[2880/58949] SKIPPED: tmp1tlvcp_7.wav
[2881/58949] SKIPPED: tmp1tmz4ned.wav
[2882/58949] SKIPPED: tmp1tncma4y.wav
[2883/58949] SKIPPED: tmp1tndn3s8.wav
[2884/58949] SKIPPED: tmp1tnv2unv.wav
[2885/58949] SKIPPED: tmp1to1sidm.wav
[2886/58949] SKIPPED: tmp1tqcnb5q.wav
[2887/58949] SKIPPED: tmp1tqjab3o.wav
[2888/58949] SKIPPED: tmp1trw4sc0.wav
[2889/58949] SKIPPED: tmp1tt6l5wr.wav
[2890/58949] SKIPPED: tmp1tt8wmbs.wav
[2891/58949] SKIPPED: tmp1tu440za.wav
[2892/58949] SKIPPED: tmp1tubxm3c.wav
[2893/58949] SKIPPED: tmp1tuld1st.wav
[2894/58949] SKIPPED: tmp1tvjkqlb.wav
[2895/58949] SKIPPED: tmp1tw7j0xm.wav
[2896/58949] SKIPPED: tmp1twhqo0d.wav
[2897/58949] SKIPPED: tmp1tx7wgtq.wav
[2898/58949] SKIPPED: tmp1txxd1qt.wav
[2899/58949] SKIPPED: tmp1tz3ezu9.wav
[2900/58949] SKIPPED: tmp1t_ai7tk.wav
[2901/58949] SKIPPED: tmp1u07glhv.wav
[2902/58949] SKIPPED: tmp1u08bbr_.wav
[2903/58949] SKIPPED: tmp1u0eq7j_.wav
[2904/58949] SKIPPED: tmp1u0lza9w.wav
[2905/58949] SKIPPED: tmp1u1mykng.wav
[2906/58949] SKIPPED: tmp1u1xyaal.wav
[2907/58949] SKIPPED: tmp1u234in5.wav
[2908/58949] SKIPPED: tmp1u3okyap.wav
[2909/58949] SKIPPED: tmp1u4ngpwn.wav
[2910/58949] SKIPPED: tmp1u7kwd79.wav
[2911/58949] SKIPPED: tmp1u8n4s08.wav
[2912/58949] SKIPPED: tmp1u8qn1oi.wav
[2913/58949] SKIPPED: tmp1u8v4arl.wav
[2914/58949] SKIPPED: tmp1u910exr.wav
[2915/58949] SKIPPED: tmp1ua3lbqv.wav
[2916/58949] SKIPPED: tmp1uce7z6a.wav
[2917/58949] SKIPPED: tmp1udp78nx.wav
[2918/58949] SKIPPED: tmp1udu599j.wav
[2919/58949] SKIPPED: tmp1uej8wx9.wav
[2920/58949] SKIPPED: tmp1ufky3zj.wav
[2921/58949] SKIPPED: tmp1ufzr5fm.wav
[2922/58949] SKIPPED: tmp1uhxhv1k.wav
[2923/58949] SKIPPED: tmp1ui0dzz8.wav
[2924/58949] SKIPPED: tmp1uivz8g9.wav
[2925/58949] SKIPPED: tmp1uj5yn7l.wav
[2926/58949] SKIPPED: tmp1ukij9zg.wav
[2927/58949] SKIPPED: tmp1ukqwkvz.wav
[2928/58949] SKIPPED: tmp1ukw6doa.wav
[2929/58949] SKIPPED: tmp1uljb8_m.wav
[2930/58949] SKIPPED: tmp1uljs3cx.wav
[2931/58949] SKIPPED: tmp1um8a7uy.wav
[2932/58949] SKIPPED: tmp1uma9j02.wav
[2933/58949] SKIPPED: tmp1unakvz1.wav
[2934/58949] SKIPPED: tmp1unip74y.wav
[2935/58949] SKIPPED: tmp1upy3uz6.wav
[2936/58949] SKIPPED: tmp1uri7weq.wav
[2937/58949] SKIPPED: tmp1usncva3.wav
[2938/58949] SKIPPED: tmp1uv9bq_9.wav
[2939/58949] SKIPPED: tmp1uw6t43y.wav
[2940/58949] SKIPPED: tmp1uwacq94.wav
[2941/58949] SKIPPED: tmp1uyi8ykh.wav
[2942/58949] SKIPPED: tmp1uyysfas.wav
[2943/58949] SKIPPED: tmp1uzndjau.wav
[2944/58949] SKIPPED: tmp1u_cv9sz.wav
[2945/58949] SKIPPED: tmp1v2d0xcj.wav
[2946/58949] SKIPPED: tmp1v2fang0.wav
[2947/58949] SKIPPED: tmp1v2sng9r.wav
[2948/58949] SKIPPED: tmp1v3ptony.wav
[2949/58949] SKIPPED: tmp1v47ce4g.wav
[2950/58949] SKIPPED: tmp1v6af02w.wav
[2951/58949] SKIPPED: tmp1v6e7b58.wav
[2952/58949] SKIPPED: tmp1v7hn_nl.wav
[2953/58949] SKIPPED: tmp1v7n8e5o.wav
[2954/58949] SKIPPED: tmp1v864nxz.wav
[2955/58949] SKIPPED: tmp1v8j295u.wav
[2956/58949] SKIPPED: tmp1v8p0xbt.wav
[2957/58949] SKIPPED: tmp1v92696u.wav
[2958/58949] SKIPPED: tmp1vbc_p6y.wav
[2959/58949] SKIPPED: tmp1vbjlgah.wav
[2960/58949] SKIPPED: tmp1vcwh4hl.wav
[2961/58949] SKIPPED: tmp1vde39g1.wav
[2962/58949] SKIPPED: tmp1vdelotc.wav
[2963/58949] SKIPPED: tmp1ve3sxi3.wav
[2964/58949] SKIPPED: tmp1vee3isd.wav
[2965/58949] SKIPPED: tmp1vgpb88b.wav
[2966/58949] SKIPPED: tmp1vgqgvt5.wav
[2967/58949] SKIPPED: tmp1vgya_9s.wav
[2968/58949] SKIPPED: tmp1vh0lmtn.wav
[2969/58949] SKIPPED: tmp1vh98_yl.wav
[2970/58949] SKIPPED: tmp1vhnse4i.wav
[2971/58949] SKIPPED: tmp1viij40e.wav
[2972/58949] SKIPPED: tmp1viqiz5e.wav
[2973/58949] SKIPPED: tmp1vj2dqzf.wav
[2974/58949] SKIPPED: tmp1vj724ee.wav
[2975/58949] SKIPPED: tmp1vl1p37a.wav
[2976/58949] SKIPPED: tmp1vlcs6tz.wav
[2977/58949] SKIPPED: tmp1vlnz2bw.wav
[2978/58949] SKIPPED: tmp1vn2i_9p.wav
[2979/58949] SKIPPED: tmp1vnpr91t.wav
[2980/58949] SKIPPED: tmp1vob66yn.wav
[2981/58949] SKIPPED: tmp1vph8_jk.wav
[2982/58949] SKIPPED: tmp1vpt6g0x.wav
[2983/58949] SKIPPED: tmp1vpu6q0k.wav
[2984/58949] SKIPPED: tmp1vpywqak.wav
[2985/58949] SKIPPED: tmp1vr_fr3q.wav
[2986/58949] SKIPPED: tmp1vsyr6pf.wav
[2987/58949] SKIPPED: tmp1vt6hgtq.wav
[2988/58949] SKIPPED: tmp1vt8hgz1.wav
[2989/58949] SKIPPED: tmp1vtaj7on.wav
[2990/58949] SKIPPED: tmp1vtdc947.wav
[2991/58949] SKIPPED: tmp1vuth_pf.wav
[2992/58949] SKIPPED: tmp1vv1gzqr.wav
[2993/58949] SKIPPED: tmp1vv_to36.wav
[2994/58949] SKIPPED: tmp1vwod3xh.wav
[2995/58949] SKIPPED: tmp1vxgyu0v.wav
[2996/58949] SKIPPED: tmp1vy3so85.wav
[2997/58949] SKIPPED: tmp1w0jpn8u.wav
[2998/58949] SKIPPED: tmp1w0vzmkp.wav
[2999/58949] SKIPPED: tmp1w2kz7ma.wav
[3000/58949] SKIPPED: tmp1w2lzudi.wav
[3001/58949] SKIPPED: tmp1w2pokxc.wav
[3002/58949] SKIPPED: tmp1w5yhjf0.wav
[3003/58949] SKIPPED: tmp1w64fq2q.wav
[3004/58949] SKIPPED: tmp1w7mhxci.wav
[3005/58949] SKIPPED: tmp1w7smkqr.wav
[3006/58949] SKIPPED: tmp1w9k9bi5.wav
[3007/58949] SKIPPED: tmp1watmqm6.wav
[3008/58949] SKIPPED: tmp1wazkci1.wav
[3009/58949] SKIPPED: tmp1wdlv70c.wav
[3010/58949] SKIPPED: tmp1wecwi8v.wav
[3011/58949] SKIPPED: tmp1wf8wrgy.wav
[3012/58949] SKIPPED: tmp1wfv4c5h.wav
[3013/58949] SKIPPED: tmp1whj9bhf.wav
[3014/58949] SKIPPED: tmp1wiu_zkb.wav
[3015/58949] SKIPPED: tmp1wiyuic7.wav
[3016/58949] SKIPPED: tmp1wj6i4vx.wav
[3017/58949] SKIPPED: tmp1wjntudm.wav
[3018/58949] SKIPPED: tmp1wmwefrc.wav
[3019/58949] SKIPPED: tmp1wo8jnmn.wav
[3020/58949] SKIPPED: tmp1woa0zwd.wav
[3021/58949] SKIPPED: tmp1woaeepn.wav
[3022/58949] SKIPPED: tmp1wp_4j6s.wav
[3023/58949] SKIPPED: tmp1wql_2s9.wav
[3024/58949] SKIPPED: tmp1wqwwijb.wav
[3025/58949] SKIPPED: tmp1wro9syr.wav
[3026/58949] SKIPPED: tmp1wrqgb42.wav
[3027/58949] SKIPPED: tmp1wsace_7.wav
[3028/58949] SKIPPED: tmp1wsqvqn6.wav
[3029/58949] SKIPPED: tmp1wte881x.wav
[3030/58949] SKIPPED: tmp1wtlyj48.wav
[3031/58949] SKIPPED: tmp1wu0bn27.wav
[3032/58949] SKIPPED: tmp1wuh_v_d.wav
[3033/58949] SKIPPED: tmp1wv60p8n.wav
[3034/58949] SKIPPED: tmp1wvj0a0c.wav
[3035/58949] SKIPPED: tmp1wx78qi7.wav
[3036/58949] SKIPPED: tmp1wz7ep5y.wav
[3037/58949] SKIPPED: tmp1w_4ywlu.wav
[3038/58949] SKIPPED: tmp1x22wmsz.wav
[3039/58949] SKIPPED: tmp1x269uau.wav
[3040/58949] SKIPPED: tmp1x392frz.wav
[3041/58949] SKIPPED: tmp1x46jerj.wav
[3042/58949] SKIPPED: tmp1x48kevk.wav
[3043/58949] SKIPPED: tmp1x4gvof2.wav
[3044/58949] SKIPPED: tmp1x4zhaed.wav
[3045/58949] SKIPPED: tmp1x7043je.wav
[3046/58949] SKIPPED: tmp1x7eld0m.wav
[3047/58949] SKIPPED: tmp1x89h6ql.wav
[3048/58949] SKIPPED: tmp1x8akox5.wav
[3049/58949] SKIPPED: tmp1x8q5cat.wav
[3050/58949] SKIPPED: tmp1x8qyu0b.wav
[3051/58949] SKIPPED: tmp1x8rt64n.wav
[3052/58949] SKIPPED: tmp1x8u61ik.wav
[3053/58949] SKIPPED: tmp1x9orli8.wav
[3054/58949] SKIPPED: tmp1x9z7pia.wav
[3055/58949] SKIPPED: tmp1xcfw4vf.wav
[3056/58949] SKIPPED: tmp1xc_08q6.wav
[3057/58949] SKIPPED: tmp1xdbemob.wav
[3058/58949] SKIPPED: tmp1xet20zm.wav
[3059/58949] SKIPPED: tmp1xfgbux3.wav
[3060/58949] SKIPPED: tmp1xg3krvk.wav
[3061/58949] SKIPPED: tmp1xgqahth.wav
[3062/58949] SKIPPED: tmp1xicbmyn.wav
